region,council,mc_name,declaration
Київська область,Вишгородська міська рада,Сербин Андрій Володимирович,https://public.nazk.gov.ua/declaration/4a949cdd-1eb4-44b9-a9fd-3026a70000e8
Київська область,Вишгородська міська рада,Шубка Віктор Вікторович,https://public.nazk.gov.ua/declaration/9d083246-751f-4444-9b73-416233e79059
Київська область,Вишгородська районна рада,Бернадін Валерій Анатолійович,https://public.nazk.gov.ua/declaration/0f07daed-c6f0-48b6-be7f-9b3dc0af621c
Київська область,Вишгородська районна рада,Биховченко Ігор Петрович,https://public.nazk.gov.ua/declaration/0853cb61-f38e-4571-a2d8-98b25091cd19
Київська область,Вишгородська районна рада,Головаченко Володимир Віталійович,https://public.nazk.gov.ua/declaration/0a2014e3-6592-4a0e-a84a-1390dfea5cf4
Київська область,Вишгородська районна рада,Дзюба Олександр Миколайович,https://public.nazk.gov.ua/declaration/9f8e3e20-f83b-4360-a31a-7ff721336437
Київська область,Вишгородська районна рада,Кисіль Владислав Володимирович,https://public.nazk.gov.ua/declaration/ed2e70d5-8345-40fb-932d-4ab6eef3981e
Київська область,Вишгородська районна рада,Олексій Катерина Володимирівна,https://public.nazk.gov.ua/declaration/dcd967b6-51bf-4f48-a439-0a85e9734991
Київська область,Вишгородська районна рада,Павленко Віктор Петрович,https://public.nazk.gov.ua/declaration/cd87fbd7-c194-43eb-912a-310d5c8cd11f
Київська область,Вишгородська районна рада,Петльович Олег Іванович,https://public.nazk.gov.ua/declaration/0aa04b44-c7e3-43a1-848e-b349ee8b3b24
Київська область,Вишгородська районна рада,Савенок Вячеслав Володимирович,https://public.nazk.gov.ua/declaration/9fc55e9e-c6c6-4860-ae63-7d3847cad9f5
Київська область,Вишгородська районна рада,Санніков Олег Володимирович,https://public.nazk.gov.ua/declaration/fbe028bf-7bc3-47ef-93d7-1a729c9a1674
Київська область,Вишгородська районна рада,Тарасенко Оксана Володимирівна,https://public.nazk.gov.ua/declaration/3b731d98-c212-4213-baad-fed33d92a616
Київська область,Вишгородська районна рада,Якимчук Михайло Миколайович,https://public.nazk.gov.ua/declaration/906825d5-ffe2-4482-b4cb-e98d908d1204
Київська область,Вишгородська районна рада,Яковенко Василь Васильович,https://public.nazk.gov.ua/declaration/a72b6507-c95e-429a-aa44-1dfd5d021d60
Київська область,"Вишгородський р-н,  Димерська селищна рада",Давиденко Людмила Володимирівна,https://public.nazk.gov.ua/declaration/38eb55ba-d4c6-4838-bb7c-04bb2624c93e
Київська область,"Вишгородський р-н,  Димерська селищна рада",Демченко Надія Іванівна,https://public.nazk.gov.ua/declaration/f7923623-b94a-42f8-b97f-f0690e9d73d7
Київська область,"Вишгородський р-н,  Димерська селищна рада",Зарицький Геннадій Аркадійович,https://public.nazk.gov.ua/declaration/8e7d725f-de7f-4f21-88eb-f3ce49f6cdf5
Київська область,"Вишгородський р-н,  Димерська селищна рада",Солодущенко Валерій Валентинович,https://public.nazk.gov.ua/declaration/d0c1ed9c-45cf-4b99-a3b5-ff26fdc820ca
Київська область,"Вишгородський р-н,  Димерська селищна рада",Ткаченко Андрій Андрійович,https://public.nazk.gov.ua/declaration/7631dc6b-23b8-40b6-a720-439781ecdf6e
Київська область,"Вишгородський р-н,  Димерська селищна рада",Ткаченко Наталія Василівна,https://public.nazk.gov.ua/declaration/d83deda2-8f79-40b3-bf53-7a9d600c00a0
Київська область,Вишнева міська рада,Атаманюк Володимир Петрович,https://public.nazk.gov.ua/declaration/219a1b15-8988-48ae-9dae-f37a811f9ade
Київська область,Вишнева міська рада,Головня Олександр Володимирович,https://public.nazk.gov.ua/declaration/c290ad66-59ec-4770-a5d4-659b4074455c
Київська область,Вишнева міська рада,Осьмак Дмитро Ігорович,https://public.nazk.gov.ua/declaration/4ea7eb4c-b8ca-4119-a7e0-557d0ac244ac
Київська область,Вишнева міська рада,Пантель Євгеній Петрович,https://public.nazk.gov.ua/declaration/31012462-b5ed-4128-864d-c1c0a0e80cd4
Київська область,Вишнева міська рада,Рябий Борис Костянтинович,https://public.nazk.gov.ua/declaration/410bc4f1-5664-4da6-a171-a850f85cd88d
Київська область,Вишнева міська рада,Степанов Євген Валентинович,https://public.nazk.gov.ua/declaration/2512a672-fa52-4584-bd0b-d74b0cf7cd59
Київська область,Вишнева міська рада,Ткаченко Юлія Анатоліївна,https://public.nazk.gov.ua/declaration/29e66599-93ab-4693-8c65-61772ec98853
Київська область,Вишнева міська рада,Ткачов Олександр Володимирович,https://public.nazk.gov.ua/declaration/dde7f2a9-1ae2-450d-8382-b6c2b6ef5b02
Київська область,Володарська районна рада,Аврамчук Петро Федорович,https://public.nazk.gov.ua/declaration/75a02e1f-a081-4592-b04c-f027ab24149f
Київська область,Володарська районна рада,Бурлака Петро Васильович,https://public.nazk.gov.ua/declaration/9aee7358-2ad2-498a-a5aa-0081049df334
Київська область,Володарська районна рада,Завальнюк Валентин Вікторович,https://public.nazk.gov.ua/declaration/5fc4fe9c-48ad-4180-b229-fab5d18e728a
Київська область,Володарська районна рада,Ковтуненко Олег Миколайович,https://public.nazk.gov.ua/declaration/5144c060-44f0-45cc-9758-fa02f5a188ee
Київська область,Володарська районна рада,Косовська Наталія Володимирівна,https://public.nazk.gov.ua/declaration/489f0a5b-527e-496d-b23c-c75df0292950
Київська область,Володарська районна рада,Кузьменко Володимир Михайлович,https://public.nazk.gov.ua/declaration/f9605b6f-e7ff-455f-95e4-096f5ef25ccf
Київська область,Володарська районна рада,Любомський Володимир Степанович,https://public.nazk.gov.ua/declaration/305ed083-4d0f-41cc-b20d-943a7ff83d20
Київська область,Володарська районна рада,Шкуренко Сергій Леонідович,https://public.nazk.gov.ua/declaration/eac1c46e-388a-4beb-b646-b88ad7fce0e7
Київська область,Володарська районна рада,Яценко Володимир Володимирович,https://public.nazk.gov.ua/declaration/9ee3d73e-3c59-40b3-84a4-7117bc4530dc
Київська область,"Володарський р-н,  Володарська селищна рада",Беркоша Дмитро Теодорович,https://public.nazk.gov.ua/declaration/d1ac8be1-5f06-40fb-832f-e107a4a1cb09
Київська область,"Володарський р-н,  Володарська селищна рада",Брезіцький Микола Петрович,https://public.nazk.gov.ua/declaration/5289384b-ba74-4718-927b-d50b786137db
Київська область,"Володарський р-н,  Володарська селищна рада",Буянівський Борис Володимирович,https://public.nazk.gov.ua/declaration/010b5f63-0ac9-4b19-bc32-816ac5d6f1c6
Київська область,"Володарський р-н,  Володарська селищна рада",Василик Михайло Васильович,https://public.nazk.gov.ua/declaration/22a7a931-1a59-4f9e-ad39-2e7290b87991
Київська область,"Володарський р-н,  Володарська селищна рада",Гончарук Алла Миколаївна,https://public.nazk.gov.ua/declaration/398bc0a2-002a-4107-9197-e301937e9f8e
Київська область,"Володарський р-н,  Володарська селищна рада",Гуріна Зінаїда Василівна,https://public.nazk.gov.ua/declaration/e81051a5-6100-41c6-aa56-e5e2e889d3f9
Київська область,"Володарський р-н,  Володарська селищна рада",Купріянчук Олександр Олександрович,https://public.nazk.gov.ua/declaration/70a38a80-8e92-4e00-bfb6-9a030d7b3046
Київська область,"Володарський р-н,  Володарська селищна рада",Марчук Наталія Яківна,https://public.nazk.gov.ua/declaration/ad45d47e-5241-49e9-bb09-2e97270e4db1
Київська область,"Володарський р-н,  Володарська селищна рада",Остапчук Тетяна Олексіївна,https://public.nazk.gov.ua/declaration/5a81421c-ecc4-4f97-8532-a5a0aac1727c
Київська область,"Володарський р-н,  Володарська селищна рада",Пилипишин Андрій Йосипович,https://public.nazk.gov.ua/declaration/602889ce-4caf-4d27-9e43-369a9e25b52c
Київська область,"Володарський р-н,  Володарська селищна рада",Пихнівський Володимир Васильович,https://public.nazk.gov.ua/declaration/ce415584-2456-4750-bf15-0160d207d0c8
Київська область,"Володарський р-н,  Володарська селищна рада",Скляр Андрій Іванович,https://public.nazk.gov.ua/declaration/29bbfc04-4fef-408c-8270-5c9db42344bd
Київська область,"Володарський р-н,  Володарська селищна рада",Ступка Сергій Васильович,https://public.nazk.gov.ua/declaration/048c5d00-ddd9-46ce-8cd2-a6fd292277d0
Київська область,"Володарський р-н,  Володарська селищна рада",Тернавський Григорій Павлович,https://public.nazk.gov.ua/declaration/ead2bcf2-6e9b-4b07-8e8b-aeceda85c571
Київська область,"Володарський р-н,  Володарська селищна рада",Ткачук Юрій Васильович,https://public.nazk.gov.ua/declaration/1b1de504-1f2d-4965-bb5f-d81fc23f700f
Київська область,"Володарський р-н,  Володарська селищна рада",Швець Олександр Станіславович,https://public.nazk.gov.ua/declaration/58b552b4-f5df-49c3-9335-8ea26099f85c
Київська область,Згурівська районна рада,Бойко Микола Миколайович,https://public.nazk.gov.ua/declaration/d6acbf3e-63b3-4cee-b421-1be0837f48fb
Київська область,Згурівська районна рада,Бондаренко Володимир Олександрович,https://public.nazk.gov.ua/declaration/61209699-3410-4fae-b098-bd72f6c4f099
Київська область,Згурівська районна рада,Винник Олексій Іванович,https://public.nazk.gov.ua/declaration/927630ea-a5eb-4ae6-881c-b019d69b7d20
Київська область,Згурівська районна рада,Жлобіна Лідія Іванівна,https://public.nazk.gov.ua/declaration/1e64879f-8bba-4111-9368-3377b2e82d6f
Київська область,Згурівська районна рада,Зубкова Оксана Миколаївна,https://public.nazk.gov.ua/declaration/47ebf845-e3b4-4746-bc12-352fd6c2b62c
Київська область,Згурівська районна рада,Івченко Олександр Миколайович,https://public.nazk.gov.ua/declaration/42140b60-283e-42e0-9a69-1da6a7625b43
Київська область,Згурівська районна рада,Пітайчук Тетяна Пилипівна,https://public.nazk.gov.ua/declaration/6d781994-2260-4165-9ac2-4091847a08f2
Київська область,Згурівська районна рада,Твердохліб Сергій Миколайович,https://public.nazk.gov.ua/declaration/c0ce2b6a-e2a2-4f22-b9f9-b8b805c72846
Київська область,"Згурівський р-н,  Згурівська селищна рада",Блонар Василь Васильович,https://public.nazk.gov.ua/declaration/e505beb5-fa44-46a1-83eb-7ded7600db63
Київська область,"Згурівський р-н,  Згурівська селищна рада",Грицай Віктор Миколайович,https://public.nazk.gov.ua/declaration/52472a65-01c9-420d-a494-887f58122683
Київська область,"Згурівський р-н,  Згурівська селищна рада",Івахненко Валентин Олександрович,https://public.nazk.gov.ua/declaration/313f4380-3283-4fc8-9491-b93a9789a218
Київська область,"Згурівський р-н,  Згурівська селищна рада",Обламський Святослав Юрійович,https://public.nazk.gov.ua/declaration/97d4e0d4-d498-48a9-8f63-64a04f142b3e
Київська область,"Згурівський р-н,  Згурівська селищна рада",Палівода Юрій Олександрович,https://public.nazk.gov.ua/declaration/b69629ee-6bcf-41c9-bf08-c52266fa8eed
Київська область,"Згурівський р-н,  Згурівська селищна рада",Панасюк Леонід Іванович,https://public.nazk.gov.ua/declaration/5a90d60d-7930-45a5-a123-b62f9ee9aa86
Київська область,"Згурівський р-н,  Згурівська селищна рада",Ткаченко Надія Василівна,https://public.nazk.gov.ua/declaration/bf4db59e-77c3-4002-96fc-35503ada3c7b
Київська область,"Згурівський р-н,  Згурівська селищна рада",Шаповал Катерина Володимирівна,https://public.nazk.gov.ua/declaration/1f2aeae9-9d94-42b4-9b40-e1325afe10c4
Київська область,Іванківська районна рада,Бабич Раїса Олексіївна,https://public.nazk.gov.ua/declaration/38c76b4d-4eab-4e73-bef0-91a6456a3b8a
Київська область,Іванківська районна рада,Береговий Олег Леонідович,https://public.nazk.gov.ua/declaration/ea2dac05-7af3-4612-9d72-f5b7f55764b7
Київська область,Іванківська районна рада,Жданов Олександр Володимирович,https://public.nazk.gov.ua/declaration/75afdab1-6c50-4160-9ba4-1175e4bda0c9
Київська область,Іванківська районна рада,Козачина Максим Анатолійович,https://public.nazk.gov.ua/declaration/92ea44c2-88e9-4838-aa93-5623011ffc91
Київська область,Іванківська районна рада,Котусенко Людмила Володимирівна,https://public.nazk.gov.ua/declaration/8f9b16c0-b28d-4e21-99d0-4816ff4f72c9
Київська область,Іванківська районна рада,Кулик Михайло Гаврилович,https://public.nazk.gov.ua/declaration/9ee4477a-5e97-4fdc-b443-b7160a13707a
Київська область,Іванківська районна рада,Лозенко Людмила Миколаївна,https://public.nazk.gov.ua/declaration/2c10b0ad-b765-4ab8-8945-2e37f72d5f98
Київська область,Іванківська районна рада,Нестеренко Наталія Миколаївна,https://public.nazk.gov.ua/declaration/9803a46a-da21-4154-8245-c85c49757164
Київська область,Іванківська районна рада,Отрошенко Ірина Павлівна,https://public.nazk.gov.ua/declaration/391a3579-d8ef-49be-9313-076035cc8f7e
Київська область,Іванківська районна рада,Потієнко Валерій Іванович,https://public.nazk.gov.ua/declaration/a3d45556-298b-4983-8f20-786dd612c231
Київська область,Іванківська районна рада,Салата Юрій Іванович,https://public.nazk.gov.ua/declaration/a607d12d-8007-4446-9690-0ffbfb2df4aa
Київська область,Іванківська районна рада,Салій Микола Григорович,https://public.nazk.gov.ua/declaration/babe4256-626b-4510-9e09-18522e0b9285
Київська область,Іванківська районна рада,Свириденко Анатолій Митрофанович,https://public.nazk.gov.ua/declaration/f0c15d80-1920-4227-96b2-5d37f45fcab8
Київська область,Іванківська районна рада,Свириденко Тетяна Дмитрівна,https://public.nazk.gov.ua/declaration/5d1d55df-4ffd-4747-b563-ac7def9a5ecd
Київська область,Іванківська районна рада,Чала Надія Анатоліївна,https://public.nazk.gov.ua/declaration/08dde297-f34a-44e6-978f-5520e1b7eada
Київська область,Іванківська районна рада,Шелест Віктор Васильович,https://public.nazk.gov.ua/declaration/26b734bc-5158-4637-9fad-80854014aa77
Київська область,Іванківська районна рада,Шумак Оксана Петрівна,https://public.nazk.gov.ua/declaration/a6739820-4a68-4740-bc7c-69fa740b3031
Київська область,"Іванківський р-н,  Іванківська селищна рада",Блюсюк Антоніна Олексіївна,https://public.nazk.gov.ua/declaration/31952934-c913-4fbf-aeaa-c27233118677
Київська область,"Іванківський р-н,  Іванківська селищна рада",Вітер Володимир Іванович,https://public.nazk.gov.ua/declaration/e9344f21-ba28-4f72-86fb-8a991064a7e4
Київська область,"Іванківський р-н,  Іванківська селищна рада",Димарчук Сергій Миколайович,https://public.nazk.gov.ua/declaration/5c36b639-f377-4ecf-a45a-3bed9bb7e049
Київська область,"Іванківський р-н,  Іванківська селищна рада",Ковальчук Руслан Миколайович,https://public.nazk.gov.ua/declaration/6d59f568-e6e3-423e-846c-24b8228455fb
Київська область,"Іванківський р-н,  Іванківська селищна рада",Марченко Микола Васильович,https://public.nazk.gov.ua/declaration/16fcf357-eb60-416f-9e2b-b1c11d3cb4b7
Київська область,"Іванківський р-н,  Іванківська селищна рада",Тимошаров Володимир Васильович,https://public.nazk.gov.ua/declaration/a1df0a10-ff59-412d-833f-410d35e89005
Київська область,"Іванківський р-н,  Іванківська селищна рада",Якименко Володимир Ігнатович,https://public.nazk.gov.ua/declaration/7969e1a4-ba2a-4112-8395-6e82f9b6845e
Київська область,Ірпінська міська рада,Лехман Іван Ласлович,https://public.nazk.gov.ua/declaration/39d72884-07ae-4cdc-82c5-b34280781a3f
Київська область,Ірпінська міська рада,Лобода Наталія Василівна,https://public.nazk.gov.ua/declaration/b5af08b3-807e-407f-b10c-d1c670b157f8
Київська область,Ірпінська міська рада,Маркушин Олександр Григорович,https://public.nazk.gov.ua/declaration/b5c0d891-dced-4360-881d-c6919ccb6065
Київська область,Ірпінська міська рада,Мельничук Богдан Омелянович,https://public.nazk.gov.ua/declaration/cc6d4a58-44d5-4a7c-a421-bee2e1406d3b
Київська область,Ірпінська міська рада,Панасюк Ігор Валерійович,https://public.nazk.gov.ua/declaration/3391d95b-5f04-4f23-b49b-9fdaee3f39d1
Київська область,Ірпінська міська рада,Скрипник Сергій Федорович,https://public.nazk.gov.ua/declaration/2ac74a65-ab48-4744-9785-110b4c4558ae
Київська область,Ірпінська міська рада,Смолянчук Наталія Вікторівна,https://public.nazk.gov.ua/declaration/88f57f3b-c3e3-4ff5-8582-d1b9a9b2f963
Київська область,Ірпінська міська рада,Чайка Григорій Григорович,https://public.nazk.gov.ua/declaration/368bfbd7-0074-4ea3-9570-1fc7e6cf67a2
Київська область,Ірпінська міська рада,Шевченко Марія Ігорівна,https://public.nazk.gov.ua/declaration/f7ea2a1e-a94a-4597-a02d-f4d70bc5f888
Київська область,Кагарлицька міська рада,Бабич Юрій Миколайович,https://public.nazk.gov.ua/declaration/31cd8299-1a28-4af9-bb5d-bc883177fbda
Київська область,Кагарлицька міська рада,Байда Василь Васильович,https://public.nazk.gov.ua/declaration/02393299-94c3-43c1-99f2-ce2f11dfc9bb
Київська область,Кагарлицька міська рада,Вайнблат Марія Іванівна,https://public.nazk.gov.ua/declaration/97d6c75a-64d3-4feb-b190-142995c6b068
Київська область,Кагарлицька міська рада,Воловенко Максим Петрович,https://public.nazk.gov.ua/declaration/558ae8f8-53bc-4ce0-b0c8-9ddfba590473
Київська область,Кагарлицька міська рада,Голованчук Микола Васильович,https://public.nazk.gov.ua/declaration/afe647f8-2695-4ef8-86f1-0da78c647399
Київська область,Кагарлицька міська рада,Добровольська Людмила Іванівна,https://public.nazk.gov.ua/declaration/539f7e6f-b713-4364-ae35-fae92c56bb1b
Київська область,Кагарлицька міська рада,Коваль Любов Євгенівна,https://public.nazk.gov.ua/declaration/46a62347-01c8-40a6-b451-7751e0d7ab69
Київська область,Кагарлицька міська рада,Осада Вячеслав Григорович,https://public.nazk.gov.ua/declaration/7628464f-18fe-48f7-9d83-37180b0344ad
Київська область,Кагарлицька міська рада,Павлик Сергій Іванович,https://public.nazk.gov.ua/declaration/3e2e73d4-af09-4cbf-b107-71110ffa48e7
Київська область,Кагарлицька міська рада,Пустовий Микола Іванович,https://public.nazk.gov.ua/declaration/869ea1b6-aa42-436b-a167-75f19204b77f
Київська область,Кагарлицька міська рада,Ткач Сергій Володимирович,https://public.nazk.gov.ua/declaration/2de105e6-2ad3-427a-8aab-870c23a0c967
Київська область,Кагарлицька міська рада,Швець Володимир Валентинович,https://public.nazk.gov.ua/declaration/521eb185-e5de-4db4-bbd6-e8fbd8ab0603
Київська область,Кагарлицька районна рада,Будюк Ігор Сергійович,https://public.nazk.gov.ua/declaration/7802bdd9-7b87-43c0-b63b-a1cc17a566f4
Київська область,Кагарлицька районна рада,Вітенко Володимир Євгенійович,https://public.nazk.gov.ua/declaration/9c9724a2-7667-49d6-97b0-137190a6ab13
Київська область,Кагарлицька районна рада,Волошин Олег Миколайович,https://public.nazk.gov.ua/declaration/a44a3e58-af77-44a7-898d-4b290f6fbbf1
Київська область,Кагарлицька районна рада,Колосовська Світлана Григорівна,https://public.nazk.gov.ua/declaration/26440fcb-accd-438c-a8f5-a008209ed9fd
Київська область,Кагарлицька районна рада,Кушнір Павло Степанович,https://public.nazk.gov.ua/declaration/05261ef6-4ce8-416b-82b7-3edbf1264c87
Київська область,Кагарлицька районна рада,Лисий Іван Миколайович,https://public.nazk.gov.ua/declaration/8875402d-63a8-4c00-85cf-b34b7ebc7296
Київська область,Кагарлицька районна рада,Ліпінська Оксана Петрівна,https://public.nazk.gov.ua/declaration/d34b94f8-b84d-44a7-becf-251a3384a6da
Київська область,Кагарлицька районна рада,Мартиненко Надія Степанівна,https://public.nazk.gov.ua/declaration/cc6fc72b-5ad7-4efb-b796-09d2aeb95649
Київська область,Кагарлицька районна рада,Миненко Наталія Іванівна,https://public.nazk.gov.ua/declaration/d8ccdbb2-be1c-49ea-9bea-21c93b45e266
Київська область,Кагарлицька районна рада,Набок Микола Васильович,https://public.nazk.gov.ua/declaration/caf28b47-e6d9-4df7-8cd3-482b835cfbfc
Київська область,Києво-Святошинська районна рада,Грабчук Ярослав Миколайович,https://public.nazk.gov.ua/declaration/254157c6-9931-495a-a815-f8de94d0c847
Київська область,Києво-Святошинська районна рада,Спасіченко Володимир Миколайович,https://public.nazk.gov.ua/declaration/1a9d09bf-157e-4eee-9cd9-12ac9b8838cf
Київська область,Києво-Святошинська районна рада,Чабанюк Олександр Володимирович,https://public.nazk.gov.ua/declaration/c4ec1213-c3e7-4159-bca9-3531eb5dc80d
Київська область,Києво-Святошинська районна рада,Шевчук Людмила Степанівна,https://public.nazk.gov.ua/declaration/2a9127b0-e8fb-449c-ba8e-0a6253aebaf0
Київська область,"Києво-Святошинський р-н,  Чабанівська селищна рада",Бондарєв Сергій Іванович,https://public.nazk.gov.ua/declaration/138643a3-3109-4a8b-a356-8763c9a2b1c8
Київська область,"Києво-Святошинський р-н,  Чабанівська селищна рада",Климчук Леонід Васильович,https://public.nazk.gov.ua/declaration/fabaf79c-5cbd-4190-900b-af6649cbd9ab
Київська область,"Києво-Святошинський р-н,  Чабанівська селищна рада",Коваль Анатолій Васильович,https://public.nazk.gov.ua/declaration/f08313df-6dcb-4d2d-8baa-e5ca862459b9
Київська область,"Києво-Святошинський р-н,  Чабанівська селищна рада",Литовченко Богдан Юрійович,https://public.nazk.gov.ua/declaration/0824b1c0-5c11-43b8-a07a-81d946b9e8af
Київська область,"Києво-Святошинський р-н,  Чабанівська селищна рада",Ліщук Ірина Олегівна,https://public.nazk.gov.ua/declaration/64c49c30-1458-4c7e-9ad1-98c61e70cb68
Київська область,"Києво-Святошинський р-н,  Чабанівська селищна рада",Пашкевич Вадим Дмитрович,https://public.nazk.gov.ua/declaration/30b87383-8654-4548-aea8-04b47a34bc77
Київська область,"Києво-Святошинський р-н,  Чабанівська селищна рада",Шеремет Петро Григорович,https://public.nazk.gov.ua/declaration/61f7efec-2d77-4d59-86ad-4699db9dc9df
Київська область,Київська обласна рада,Береза Світлана Василівна,https://public.nazk.gov.ua/declaration/b9ef89eb-b4e4-4cf0-b798-31b70cb94ae2
Київська область,Київська обласна рада,Борисенко Денис Валерійович,https://public.nazk.gov.ua/declaration/50bb6c65-f866-47f2-9468-9e2f27a9e47a
Київська область,Київська обласна рада,Будюк Сергій Миколайович,https://public.nazk.gov.ua/declaration/dcd5e662-c0a2-4a44-9c31-2b17f35218d7
Київська область,Київська обласна рада,Гринчук Віктор Васильович,https://public.nazk.gov.ua/declaration/6ea79968-7f21-46f7-8c73-9bb20c30edf6
Київська область,Київська обласна рада,Гунько Наталія Іванівна,https://public.nazk.gov.ua/declaration/64f2d703-1014-4bf0-a9ba-345c535d881a
Київська область,Київська обласна рада,Добрянський Ярослав Вікторович,https://public.nazk.gov.ua/declaration/01ce7d63-5744-4ac0-9f06-669cc7857d69
Київська область,Київська обласна рада,Іваненко Олег Валерійович,https://public.nazk.gov.ua/declaration/6f75d67e-751e-4b5b-bc6b-e647329e68b9
Київська область,Київська обласна рада,Киреєва Вікторія Станіславівна,https://public.nazk.gov.ua/declaration/1735e379-b7df-4781-afb0-baa4568af0bd
Київська область,Київська обласна рада,Луценко Віктор Миколайович,https://public.nazk.gov.ua/declaration/bfbbd92d-fa19-4009-ae56-91918185abb6
Київська область,Київська обласна рада,Майбоженко Володимир Володимирович,https://public.nazk.gov.ua/declaration/73681469-d9a8-4550-9927-369548a13d2e
Київська область,Київська обласна рада,Одинець Владислав Іванович,https://public.nazk.gov.ua/declaration/7894a940-780a-4763-b511-cb47ab04b8e5
Київська область,Київська обласна рада,Поліщук Станіслав Михайлович,https://public.nazk.gov.ua/declaration/420bc57d-7e92-4d98-ab1c-e7a16d9405e8
Київська область,Київська обласна рада,Сабій Ігор Михайлович,https://public.nazk.gov.ua/declaration/307a48e3-7e5f-4d15-85bf-422ae509d107
Київська область,Київська обласна рада,Семенова Тетяна Миколаївна,https://public.nazk.gov.ua/declaration/aa19eb39-0437-4e84-aed8-668d9d4e99d4
Київська область,Київська обласна рада,Сіренко Михайло Миколайович,https://public.nazk.gov.ua/declaration/c288e927-64a0-4e36-be42-4dda868befed
Київська область,Київська обласна рада,Скрипа Василь Ілліч,https://public.nazk.gov.ua/declaration/1eb2060d-2887-4003-a2c3-dd1e065b697f
Київська область,Київська обласна рада,Старикова Ганна Віталіївна,https://public.nazk.gov.ua/declaration/414981c1-b4b2-4199-9065-9b10933de63c
Київська область,Київська обласна рада,Стариченко Микола Анатолійович,https://public.nazk.gov.ua/declaration/258b5136-4182-4014-b462-63898e42a0e1
Київська область,Київська обласна рада,Ступак Іван Іванович,https://public.nazk.gov.ua/declaration/33dd5f78-9f4d-40a1-8258-862085c6ddfd
Київська область,Київська обласна рада,Титикало Роман Сергійович,https://public.nazk.gov.ua/declaration/3656f015-1caf-444c-9528-536e1cfe9a0e
Київська область,Київська обласна рада,Удовиченко Володимир Петрович,https://public.nazk.gov.ua/declaration/66fc9a9c-b214-43d5-8157-07409eb31bc6
Київська область,Київська обласна рада,Чубук Євген Олександрович,https://public.nazk.gov.ua/declaration/288e0dd6-f4bf-43a7-88ee-5f7c6d37f195
Київська область,Київська обласна рада,Шандра Володимир Миколайович,https://public.nazk.gov.ua/declaration/ea64f3ad-f6ce-47bf-bbd9-0a06c08c008c
Київська область,Київська обласна рада,Яременко Сергій Володимирович,https://public.nazk.gov.ua/declaration/67c57d47-0339-4958-bda6-6929ff10030b
Київська область,Макарівська районна рада,Бабич Олександр Михайлович,https://public.nazk.gov.ua/declaration/5a0e8375-3ec1-45e2-a882-77b3ccf30ed8
Київська область,Макарівська районна рада,Білоцький Микола Миколайович,https://public.nazk.gov.ua/declaration/4e850cf0-eb10-4dc3-95aa-e646e4db5f91
Київська область,Макарівська районна рада,Гербут Анатолій Валентинович,https://public.nazk.gov.ua/declaration/6d70bb75-26af-4dd0-92ff-f2523cbcc2c2
Київська область,Макарівська районна рада,Гусєв Роман Анатолійович,https://public.nazk.gov.ua/declaration/39a96250-c1d6-4a3d-8aba-6869758f3224
Київська область,Макарівська районна рада,Євтушенко Олександр Валерійович,https://public.nazk.gov.ua/declaration/f5707a35-758b-459f-b1aa-d3116a47c311
Київська область,Макарівська районна рада,Курач Микола Михайлович,https://public.nazk.gov.ua/declaration/ae082834-78e7-4491-89ea-7e3b9be304ca
Київська область,Макарівська районна рада,Мудрик Тетяна Сергіївна,https://public.nazk.gov.ua/declaration/3d4b1470-ff75-4ab0-8545-a1e74e3a32e4
Київська область,Макарівська районна рада,Наймибудка Сергій Володимирович,https://public.nazk.gov.ua/declaration/bd7de886-6411-4045-80a9-e2535d50eb45
Київська область,Макарівська районна рада,Нечай Олександр Володимирович,https://public.nazk.gov.ua/declaration/95a82159-3c98-4e83-a330-6cc7af0b8414
Київська область,Макарівська районна рада,Омельченко Сергій Григорович,https://public.nazk.gov.ua/declaration/967b3030-2b57-463e-a79d-9dbbb2c732e9
Київська область,Макарівська районна рада,Павленко Володимир Володимирович,https://public.nazk.gov.ua/declaration/381a5288-3c71-45ba-9843-86a2c47fd810
Київська область,Макарівська районна рада,Сичевський Максим Анатолійович,https://public.nazk.gov.ua/declaration/a96eb79f-f46f-4d9a-abc3-3f73817620e9
Київська область,Макарівська районна рада,Шамота Любов Миколаївна,https://public.nazk.gov.ua/declaration/bccb8d34-958a-4990-be0c-3e3f7d41ba1e
Київська область,"Макарівський р-н,  Кодрянська селищна рада",Іваненкова Любов Олександрівна,https://public.nazk.gov.ua/declaration/43cdbc75-7f7c-4fcb-9429-ae5e8a9bfbfa
Київська область,"Макарівський р-н,  Кодрянська селищна рада",Колос Наталія Володимирівна,https://public.nazk.gov.ua/declaration/fe2d24d4-2ebf-450c-90fb-17f28a5b2541
Київська область,"Макарівський р-н,  Кодрянська селищна рада",Крупка Наталія Валеріївна,https://public.nazk.gov.ua/declaration/efe75610-eb49-47e8-bb0b-7f74e19876c9
Київська область,"Макарівський р-н,  Кодрянська селищна рада",Маценко Дарія Олександрівна,https://public.nazk.gov.ua/declaration/bbaae3a6-0ac6-4889-8cb5-961f205c1ff7
Київська область,"Макарівський р-н,  Кодрянська селищна рада",Мілевська Тетяна Леонідівна,https://public.nazk.gov.ua/declaration/9414e627-33a9-4e65-ba9f-73c56db359ad
